Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
eClerx,Digital-Process Manager-Data Scientist PM,Mumbai Metropolitan Region (On-site),1 school alum works here,https://www.linkedin.com/jobs/view/3682018599/?eBP=CwEAAAGN_r4Fmqnc1irFCWONdtw7_2qVTs_fkj3xNST6vkIYXH-mYHDxktHIUmfUT2fZIk5hYPT3gO9oGuE64O9ZSs1OpVdZ9AoqjC_bdlovV9T6inCvyspeN6MjNanfEhNKHvXnb679lOKlVJpB3uvCKwmYe-sGz1a4PpggDGgxs8I5lUCfG1lxOK_8q9YToJesOyJuNRIfycSePm3pboDxhRTmUTEe6k-_JzvBv-2ad96hXlkbx6sgeFFOjKVXNb5_Aujgpf5euCvDEs1TGr8WxfYMqPqGHEGr7sij1tnXbRu2lqcQ8xPQqXHtIGfX_bxOtA_XhQX4tpHnUb1HAyXUJjsHVFR5VXfsrt5pvoGJ9iW7tX075w0O6BaYEflf8-_gZDZO1D3qgaKS6PQ-0iFWjC_DFw&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=3LmLyddlpfVhOlsvJveT2w%3D%3D&trk=flagship3_search_srp_jobs
Genpact,Inviting Applications for CAT Modeling Role - Noida - 12 PM to 9 PM Shift,"Noida, Uttar Pradesh, India (On-site)",6 school alumni work here,https://www.linkedin.com/jobs/view/3808259633/?eBP=CwEAAAGN_r4FmhkqjfWnp2DFWzCt8l6XLKtQGXqC42bAnEzPL9aECEKEOVa1INnQBa3KvEI2QgcGEWaSo-eXJQfukqn20qEEXgVA5hndekr5ftdyGDXA4zqVpa1NNE9A9SnYIjnOvCVlho_Xul2l3ABVPvcbGB4LZhRKe8EILyjQDgB15YEINDVXCKGDORsPfaFJQLMNF0MY7V9E8CAA-ZWc_wP7eaFpXS0lRxtGFgn5jGRYWh5KhzA_xoGAvtyEjlUvi3b6bVSxobjpj0JHewZqYUuTFnQ2LK1dK86LDXJg1bXdvl7LqDO1ZE2OI9rEB-Fg2LMnK68JgOYoXYw18FORCe_fFqdCDoxQAWYPc2rvFutPABHCwWJ32oYqke25yJZElQ65s8Rcz0KS52fzjMwPcyvH_w&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=AudYKJfjuKhSidWgFaAjxw%3D%3D&trk=flagship3_search_srp_jobs
Affine,PMO Analyst,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3834471163/?eBP=CwEAAAGN_r4FmlZBvYZlasg6NlFOK1zxh7NuDkmMnQSP-sU1lKdWv9Z7iYUAfS8NHbVL2rxjC77OOBGXpQ-0KRiSQxyUeHwgnWjcXP1HD3jjpEcdlXPyIyqtxIqyJXJVwgiQObkEp_FeQ2YmZH9M7ou6u9WW1mvj8FqLQBOzoPFq3gZVcnJ6Ski5fBA4yBXRgi_hIFeFw-R_b7j7GDfJdCqudC9D7Ej5_LhAEwEQef5Re-T4RdQa4NhszjtyjJMY3DivoOaMJWgzQdviXo7nEUHzNWl6AU8Uj4ipxKgd3Q5ZMSAV_DdC1WiTf5ua2U55EcdsYnOH6Kmq7VroHMI0CczOVMbfXMIObmUFuhNlkNceY0IRZVow_99wut-V9J6D2Xq5CJxtRK_51PZjVV8uLEet3y4mWXbnS8E&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=4prXqqRIsE6cM3kwDH5PPQ%3D%3D&trk=flagship3_search_srp_jobs
Hitachi Energy,Project Manager Engineering (Lead Engineer) - Power Quality Solutions,"Chennai, Tamil Nadu, India (On-site)",4 school alumni work here,https://www.linkedin.com/jobs/view/3837284757/?eBP=CwEAAAGN_r4FmuTEHGT2hS8HPl5T-GParIU9stV08vJE5vqvY0CIs03R8N46FbNbkHley1PkwHGVVKQkus6bGmXUar-Oyw00VjL98IhJigtjqFfLSqRx3keRxVZahOf-Tni-3_SzMR9_8XsvWrQYwMjqOITSpRk8PmRzZyjG40Ecc1LaBszoGIw6c7kxSqDOONdRE2Sh4uKiVhwwXuvE5g2Zt7aTjuOZbyUQzdUEk-rVe5Qgjpq1QoiMNuRUMfqPjHQ3ypmzHvKXxybYjOtVOrta2jjNoJVLTywwEKR1bCw2RQRgfjBiHgB9lLOnwjlTX_I6BD8qgF8Lrm6kK7cr2PmAu4sR6gKWnNCiHcIPA3rXuFGlAqtj9ToBlE63FqMElHpda4Sl3bVWF-VF7i9vcqYnQwZH0gcw&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=xiV2iIsyV6h4ErnY2AEAhw%3D%3D&trk=flagship3_search_srp_jobs
RSM US LLP,RC PRC Risk Tech GRC Supervisor 1_Scrum Master,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3817299351/?eBP=CwEAAAGN_r4Fmlly_ZrUkpXiGmQjvgkFv8iTAuQ_pXOxwxwNuUyk6Vg-cfMZ8nkz5f8_R93u4f7TD4_WlAD4pJGaQjXVf-aFfq3oq-K0KTR2Vdlb7iKzFyULtric6toJem8H67ZhzFGlpfMP4CGL9OSN8dyndiEoBc4HbQrskhn5IB-9AmmRTRwU8uA6pAQql0edurzaN-Cz-bJrmFbmzdT2Pg5TnbJ83_CuRC4NtWwlvV1RL0B4kyS0KDWy7syOsmdGOt4vL4fTAFLct8P1OjjzFV_4SVyre9YsuRpx_eeMc_HMFqEylewcU2ib9OEf-9bb__xaCp7GhhIkrsTdyAMs6Ju3bjhO2i6JsHhILCa2qMT7jkBPyfXZv7iTw2r7Woo6QRt68bMoJU_oW5xpws9ztxEnn62G&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=0wVhKXDp9nv8L6XKCEXuJQ%3D%3D&trk=flagship3_search_srp_jobs
PwC Acceleration Centers in India,SAP - PM (EAM) - Senior Associate 2 - Bangalore,"Bengaluru, Karnataka, India (On-site)",3 connections work here,https://www.linkedin.com/jobs/view/3811025830/?eBP=CwEAAAGN_r4FmmNvaH7Aj1gNuURl4IocpOYmn3q8_bADEfROe4WHbGERFgS8MA-Wl_47xGjb1REJ7GEUr13-q3Cl9x3xefQ7LDW-8vAFjaHX5H-vQkjDCJdHuadfl25NGLM3g_L5-HgyGkyGSPX0CK-rlZYPFU6XBIeRI6hZpEhPh0-OSraY1eS5gdAfw3YIRZom-iyRIMwYL_3NS12jhRlbikECJxFKTjSerpU0CClsEaB8n5rut1ayNWsxNqvK25jT0wl6LfC6WhoI2tt6utMWwO4XeJg9pEsgbjvt-n8tuihBAHK9J9EPM1PzymHxgpbtYyMw1us3dSBNi5pkcupQvPkz_PsoJa28y7Rrvzgtl8h0KMFFstMfR-uxdiM8Ec_0u898IaAnMs8vV7LLsTFVa8LGCFj_&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=tLy8vpd%2Fp5FZhNb14wrBBg%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,PMO,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3824669067/?eBP=CwEAAAGN_r4FmsbDOLBKyBGc4NPPzuaDVXoq9JfE5X8kb_U50WNIY_xsuDsJIJXjP3idJ58D_IPhiQI3nF4ZZllHjUneOYcYXVchKDp_XdXusjq5Smx7ficjHC6SYQUDoyw_TjY-vgrq5RZ2UFC3IK9uzx2G5v65HJwny0fK2gw8kzBUEgaNb2waJpr4M0KyH2UcZEg0B-giqPL4EpH0teDERk1qAs5yP5rHDt49iaIFdgEz811TG37cLjXoVX_kouQ3UwTRnHEdevAm7T-qD6gT0h2NBpVb3FxA7K76gNh5bS2RSDQs-M7kd4nFPPcCTBOLosuIM8bRHaCVy2QrAEWHz3AWaX3v988jDRz_Suj7nEbFDxxGYHEaKwCgKkHvbviUv49B-58fu7CmNfsh3iii8OC2glW3H6U&refId=Vu7zquylPczdu0fJTKna8w%3D%3D&trackingId=1SeODMFS1nRIOtLcjVysWg%3D%3D&trk=flagship3_search_srp_jobs
HTC Global Services,Business Analyst,"Chennai, Tamil Nadu, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3831561326/?eBP=CwEAAAGN_r5WQEUnHnDYZN9Uih_WOBWhugFfE8zP8rBdC2IsvKhzkzbZe0W4U7psAAQINTOXt3n7xpJUKzsql4HYc2qgJ8LT-onI2AyjM76qVj7nB7q8TCEdU2CVgZaj8dt-PYSqWM0exAcHA4kZrWNtq7mtyzbu8gS7OxFiP0WYYSq3yyGThNYbkKbeE75mGADUrzYP-U6nRhcHBuzQk3oaj5OtTkrELKxn7aLGOlN8imsMD2X9vaLc-lYJ2htAbnwICeiRpj4yFhD7-0qOhJC8W8ViioW4tR1bRH9Q5pqbbzf84ozMBcL8DG-5uB3YoS6cGIL4jWl93zeXCsdfyJ9_gqGZc1MiBy7VMegpTA03s5woGo3Fb6DAqnhWva6TiFnj418-A1x7UauCYU9sHHnh22EWD1HE&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=qr6UVVg3Jzu8wx5JfY5scg%3D%3D&trk=flagship3_search_srp_jobs
PureSoftware Ltd,Business Analyst,"Noida, Uttar Pradesh, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3839771164/?eBP=CwEAAAGN_r5WQCh_QRJB7CCjGEg4hvxwoABnw_p-2hZokUfrlj8EmUEQpQQPW0GHcSXx4h4Z3Fh0cEP5RiV9EyAebc3jYRWiy0UucB-GoUvMnbkJiOpAGPe_h247EOVcBzvxswb5N0QLR65sGfL95iAGoI9Fra93yRiEQLPg0eJo3-tybzjTmfnkABZBAJc3_NHfKAg3EznAFnRAxAUq7Y4lS4IIpJV0Dt9cfghrhn6CRq0lOlVzKFNdPoAHyjVVoBOGI4XvYs-QTKJyiDG7rAL2CPd4sLaJW9U7D2lPu2SgmFkRyWX5D5PuUt-9L3N2MK1nNTFki5y-lALil06zcSuCT2Bfg7iJuAKamozFpLepAAcaqY8tc1o3b88d2TLXPRKmfjvNTRwNqb4Rk-myXD7n0cfhOQ&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=iR3boDFhJZEP1hAdCVDD5g%3D%3D&trk=flagship3_search_srp_jobs
Taggd,Business Analyst,"Bangalore Urban, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3842887592/?eBP=CwEAAAGN_r5WQBoDcgtt-nHnDPthYjYx3lYSMzhppM65uarBtfWT9VghiJ-vN9MmtEaFJlwwwwK0CySG3Npq_cyLKda2GjoFsF-4J-bDCOiLrekOZ7PQwnKw7DcDLxugoNHg8DXCe5dCq4Sdy-g2eYjIn6b5gj2nYXBE9bkb_jmDzDy9UkqUSt0WGcvWucrd1gAC8zoouFd8x0SCH-2eZtZ5xh11cvnrm5F9XK7N_WzWMV_bhLwb6RFuBB2TSkniLIwPHlYciYG2SzO3F99dLdL9pFw066_41smi-ZoXTxxg2VUl5QxlOw5daZLTI4IDGvjuD1QMv73CHYpCYV4YfYRp7MHtaT-TeVnwR4yQDbq06F-rb3Xo9L_fEeCNX6G4i1JU6ky7n_fHPK6tyNzO6hOaOlt5nWpS&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=lLxm1vcowUkC7Y12jvJGQg%3D%3D&trk=flagship3_search_srp_jobs
Synechron,Business Analyst,"Bengaluru, Karnataka, India (On-site)",6 school alumni work here,https://www.linkedin.com/jobs/view/3830969783/?eBP=CwEAAAGN_r5WQIf5033CXcACOga2WEamM_Xp_ieS2f3ozkG9yU5kwNSVTGhmo_lIPomse8rVvjjvXm_eFGfOlusFzIlQtK7gS73oqJl36HJfKj-IiRhtCZez-1j14swef8_0fYPEnCh8GcGTZPrG4P4GvZB-kK1X--nPqVwhOrwpYQ66wUkYc3fdxc8Z0v0QsuMav4sERBKII6V2O9c6d1BOppwupJ4eZbmIxdeyHdB0MSBrfKJHRBv3IisH5THBRMYx_DHzH1ZQibzdE0CGkaSebfstUYBTHhd9dkrs25EPe3oOhASFbBNWvVZazIuaPdGDwjacvnRs5KNhp_epldPtR9jM52KGcIkdOx_vRxPAsvYJWATpzcW6TTuaVhPRO2Nxoz3O7HbZiLEpnEcXhbZsis_8FpbI&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=AXjUnJQjUzn8Br5OBNAMHg%3D%3D&trk=flagship3_search_srp_jobs
EPAM Systems,EIS Business Analyst,"Bangalore Urban, Karnataka, India (Hybrid)",4 school alumni work here,https://www.linkedin.com/jobs/view/3784536217/?eBP=CwEAAAGN_r5WQI37bu6yu2BQ8GkNSDUrbCw4kvTH3OFrUfUDNeJJ5KQ7nTw9P_FYIU0nSjE9E7UhTdou8EyNYxv2qxTwXbyWfG0TnOj3Br28lZaitZKY9GFii1jig3VpmcrxdJSHy9zqVOeavtVmqLnwXIuYyuYSrTq0PwGyxRdPkeMb40tD2rVGGpHx94PYaxYzXqR_x4GaAj-sWZtnkLLDuhEmjkwejZ8K96aSGvGXvVgyA3K0Js0Sy5kWYiaidonFWXwENGLGyGzs9hFovPU1fJ_oskds-wvFh7qI5_KpA3L39cVTyr01pCe20lXuCdzeTqlT6Ya1OGpzc5yfxnaotl0JqUkzE9zMVzn1gNzJvawGhdBGf1GWfjnj-m1MQMOhWYIz5JFqLa5lXv9Q8XzcWSPV5hOF&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=hFqEQMqNomu1Pb0P1Gvs%2BQ%3D%3D&trk=flagship3_search_srp_jobs
EPAM Systems,Business Analyst - EIS,"Pune, Maharashtra, India (Hybrid)",4 school alumni work here,https://www.linkedin.com/jobs/view/3787494323/?eBP=CwEAAAGN_r5WQHhb7p7r024i_wyzXQKJboYfoQUcpSKrRgl12vqrcetU-MGblMdR1-ehHF_PhrouuDsUrl63cBimDqEFPFxtPlrKtQya2VP9R2Ni5uero4zC8mSa4dD4T-ZwKjM-MvppkvEHHlYBt4SuYWhnPP_T0SzQIFBQl42tZVq87msa_8Rkk-bxnuJR9MIPQ_NprCL3eTkVyqRBR4Rt6J6sI3k5qdgUD5scLFW2MfJJtHOB2sQiQBQD8PrPZiRyT50UrFNyc5VsPrMBW7GBiKrHDSot1L0ZCvnXTISq-66G8Vg9_FUq5k5BgM7ThsInqc3dHNk74zB5leWS40sbg3OviiQFkmizyKIAESb0hekz5rECN4eLM9Ge1QsJCwnrUEukDVhY6IllZU-NinWQ1Xi7smQx&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=ljw7zCmRyCuv2Z5PViwjKA%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,Business Analyst,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3834151392/?eBP=CwEAAAGN_r5WQH_uqZqfwOM1yjEwpvuSkx0Zj1j0s0hH1R4uII8O19BVot66ly_jLMkgTt7degyOA0sw5pUPhJ1xnobF1pUHrf6uV5GBx363RU8es1fUvdUpKSsM5aMd4xhCzRJGfK1i4oKgOvJwjpOT2St92qZ78a-J6Za3zCNOGWsT--9DLVC-C_npj4iEMdyGvPJeYPBzwdcf4TnCGcmfu95iyrnLy-eA-NVQDqYKiQiYBwx-MIPa6t0vxSzC5zgHHw9dT_3jrNVeAhVmO7f11aYCrtvKEn5Jn5c8D5Ohy7KG2FKEMzBOP46Nz__8TLqZuIGr22IKBq2AIOnvK1PdeXVkU2jMjpNkCaedj2OnNGH1saLiBm7FsSWTnt-L4Y1NWwjes8JPFnu4Zgkb-s2PZNoq3g&refId=vUagSWeScMW9uUQwaAz36w%3D%3D&trackingId=bzLRf5ScAfLQRUYK4D0w6A%3D%3D&trk=flagship3_search_srp_jobs
Neudesic Technologies Private Limited,.Net core & React Developer,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3806595030/?eBP=CwEAAAGN_r6d639ONB233EB6ry2HGFORbmX5Kr3TSiNIZR_5aoGqokh_UWkPtn_oXwWPK0TuCnXW7KRWBAp4yMbIzZNGELWB5Ogi8tEndaM_78r2bJchKys8N0xDCIt5JcPJQy_A0frb1WMcjuuHAqlvDslW_cm7PzIK8M8iE8DC7Cjba2aOixW25_Gpz7zgEpAXEAsmJW6W8D_QKH5gyoh4GntVg_K9Rmtd_JZUs6YcaEje4_z8st9Yg5HYWXU-3oP8UM_J1SjLwettKwWB-iVwG5PNEjuTXBp7wKrKX6CSVR7pocZK-9sMFubqUWKSWK6Hole8qk6Z4dFZ9k2hfcDmHfSkwJplh1VoLJuNKETtTrN42GMOJuCeUtIgZSYjXx4-Sd-xKMEbzkiMtEqtsOqdjWQ_JI8BvS7_K7B8GjiH1_kL8KtInmGNchFJEg&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=kObuoM7jk%2FTOXyPT%2BLouZQ%3D%3D&trk=flagship3_search_srp_jobs
Luxoft,.Net Developer,India (Remote),2 school alumni work here,https://www.linkedin.com/jobs/view/3820375540/?eBP=CwEAAAGN_r6d67oSUbz0itnbQ0ke5BokKFOqWNuAXl3qiyYUE9KdVHpHFN9XDfJbA1cUjbx8b1sVwlYLFGql8MYA-yY4dtqAdml3zMSH7iFfuq3pnN3cFCWagMSy6z11BfIz6pLXsyrIPHj69U-1LUW2vOGqnmUnLWYmaL20lPmot45Oug1FgVy2c4nwZNS4iaMc1T7DgjGSOkhc-5W4BDZabTRkB70wKC80GS2uL5bquGTRFjDn4oT8gxXsw2jkhiKTnbpnE-w_nBXRPGMe2qw7fH6QVmUlleIl5VMNgJtZ0s9l5o_Vu_k9pRKbFmlogacHoJdubnNMdFMP_sA7MXCkQ3BCJgIxndaXUgeU2uUofzmFJHJMelMvopx9qLkOWdoPoEnCsUmSVlTfYuUdkFKrRtsFTHw1NFA&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=e05rYUtwscw0UN1Nufgdvw%3D%3D&trk=flagship3_search_srp_jobs
ZapCom Group Inc,Lead Dot Net Developer,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3824233293/?eBP=CwEAAAGN_r6d66g2snjqIEYtF4aZkqBmPblFOpFc3BWyITBZogNu_LYMOwd5BSQoFw9NLo2U0l7aNo4Yk25OidIdDzVjJI13AvG9T1rTngOUg6gJPweJ3IB3Liadn9nWDJR7bRfJaOsEaM830IqMUS1riGWZkQE8FV6dZnBEqBhRc_mVISe6rZl2AjYyG8PaYefQ8-boYJ3HTIX5jiFEC1Q7vGKLI2lY9cAYjZmbpdmCpuZatuaomGdPhZloEcH6ssaM2fVCQzlSdgJ85fHVpcY3AnUvapUpYLYkY-9t502kuniDXUe1kaYlVVTHwS_Thd_Ae88axKn45HjC-eZupbP5Y0Jafef5U8s3YFZsMxykTV_TYBW4-iD28wXEO-h2QRGsubvj006x2iG8ZJsHqCT34ZjZIdu7VF0&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=aMuYCQ12dGsw7xLugWFWrA%3D%3D&trk=flagship3_search_srp_jobs
BlockTXM Inc,Workato Integration Developer,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3823729111/?eBP=CwEAAAGN_r6d6zga4zLzm_q78NJKAhwiMnFHfGcVWszjir_IclAbRPRN31GQk9nk8wOkdg7QbjWazYNVWY2nilMTIUnVx34Pmq1BpXuHhqHWX5JIiLXHXdXwNIh1Xs7mA7eaLEAMmcNpZnKbAipEXaeOA4GgE2Kx-jVJsBtUoFsTSZTVOPxm8n7H6Y6k5T1D_sPNNRLL0Z544Qf3b5-ichIn0K3wM_sV8Zpc7i8c7iI3uxflJ6YfZAlsYzTzNQei7fmMsjnqRRkukD19JxNOpexn7x9y7JSzQryC3YvEEcs9RTyXqQvDy9CRAeQLCF2a0buSEwhuLFBrBR_xFB8aIQa-lEiImzrTk971P37_NsltDIfM5pMGKFejrIDq4hReNUPqivmu7OL7AfPbJLWDqwNy-89jaQ-uUtA&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=U%2FAsaNZC%2BeBTIUzPATEn6Q%3D%3D&trk=flagship3_search_srp_jobs
Infosys,Dotnet Developer,"Jaipur, Rajasthan, India (On-site)",4 connections work here,https://www.linkedin.com/jobs/view/3448455154/?eBP=CwEAAAGN_r6d6_Xju3TLiqhxgiBN8ZxzzYMsjh0smj5LfFZZ42KMdgYRupHVeR1hLHKloIMkEHbyDiDdTmwBxfC29_ZuaIBycGQrkCyz3EYlG9aw0OghPj68xfxZNqCks_ON2NL_3OXDMsb3kZ1QuufZS9Ij0sH4bp5uj_aWZ8nrdJEBzxcD3d_JZ21ENLSJ5S6HsocIEkLXbFRRQjWw_OjlwFKw4n7qL5fb146110H_0fycS2YiOlIiqfM9Yyb0LmFFMAy1yzkIQ6xhxAarUZWYhJqCTNs6sx5uKHz9cemN6OKyfJHpB3gfPvkHs7AxPT5fZ9fsbpOLDrMiAEsRu-Z3XNTbKZxmSvLYmUfsdgcjakYowgd74zMRI4o6hhuphGJCqWo1-R9ovCNFE0NMMWhn3LtcqO0TbSU&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=VOo0FmiW7RZW7%2BbNj41eMw%3D%3D&trk=flagship3_search_srp_jobs
Granicus,Software Engineer 2- .NET (Req no - 1152),"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3817577414/?eBP=CwEAAAGN_r6d69P85JPwL1fmtDAsVriOI1NCTm2jEe1HM_5fUQsMaT4G97aa_NNwtx3taYf0Ju_yDkw0KEQwWVyKIglW2kpwjGU2XnDGMqIK0cjYHieJHnv76ekj2QrCaKhbS5pSkxPM14mf2FRjbSbpbOPQ3n9WRaGPD31DjFzXQGrZGZIHiZnEb16v6-vwQxGC7zuJpqaJDn6gx8TPyk9WUjuj1rzomll_NukLTxZYW1cXw2MfCMyPeaBv-klagwrnHmn6ynAa0YHMCneeqRIeDVzsPJ_JszZe-xugsjop4KIgKsU8mb_OObP5VMU6aSERyrpCu4kOwcm69309VjOe_Tk16o0rQP_FmJpd2lhiZK175isgm8E1CC0Faej6PfmZogt3d2SG2G7IbCbR_-HcCTa-lGgv36M&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=yAYwrQtjp5YebDMjXDcbiw%3D%3D&trk=flagship3_search_srp_jobs
Allshore Technologies Pvt. Ltd.,Dotnet Developer,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3842811532/?eBP=CwEAAAGN_r6d69srOi8n3UP-tXOvM-0A4pBFOU6Q_0TgUhD7LxtFUjjk5SyM1bO-mq2aeSrazcQLysS5Tu8EfhAjVo_pK1fTEiLHAnsThxeqsdiN1dYXdFgDgwnofwRo3LIwJcfk_cn1NOadFdIK87xy85o7cdIMlFRdwEF0K47AlCv7dg714faRhMLwPbFH9SWmhIlRuMAicOPHfJsmMWD0g9Tor1OY6PdO7dxlwSvy1YJ1hDJXG7RuFJUfOc_Vtl80JzUVq7bDcDbq8yybPmhvZQbJlNLB1GQWuTbZBza5TGGFZoz0H4Of1UiEjgXUhvfHBoVzUBnNqLn2xwlu2KXGG1bAqOUwzRhk6jxvd-Db0YjJSA1W-gKlFIQfGbWcNMgDFsE8VJOgLL-JttY3tBELEtZCqMHlOG4&refId=vTEgZr00gd7bG%2FddP0hSKg%3D%3D&trackingId=dE%2BCwrcd%2BNqXBiHlEdNKmg%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,Automation testing,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3832496852/?eBP=CwEAAAGN_r-ECMKmf8NWGFWKRqseejRBEuedUtBQNMSZfhHw0bbP3unsYji9yKiLDSnf_QvtvTiM995o2SAtlzMgR0iCtCwNN9VN6x2RpHIEURqn_42UeDFJF5PNdytpzunHbBwo-PR-BoL14WKH3NHNrfjF0pXSnCy7rzVvVc6n4KVFrqevS4mGIa-rrrw7iaDevSTbkkP75XzGcqZrmwjMXcufkAhOjCSkHdRT41XtkpWiPCekixH0AakeBUc8f1ZxV6CLBL9t0JrmG2zkbbrpGCdN5uV4hMaJ_KkkvGhj36m12VJSWJS7IXOcIA5wf61zfZdr7Z98vUnj2Pfnvb72Mn98YSSwBnw8HE6x98cy9iDohyyIVIaTfk5RtpNJImxczYvEOVpdvg8DCmCYJi-bZPEcidDp_7A&refId=jW1WC3iAQvx617j%2BeVsUgg%3D%3D&trackingId=5kvIcDUXDvlbNVPlKzfpgw%3D%3D&trk=flagship3_search_srp_jobs
Montbleu Technologies Pvt Ltd,Software Test Engineer,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3839939078/?eBP=CwEAAAGN_r-ECLMZGp1g2xMfvrwUX5xrX3wSkjNet2s8lrmKqCdCRjW5iOhg5blf8P6uoWoUkigKZqvW5iuEzVSwhtHhEfaKJy3KoGGp2OKb4aGuX6Bi8QE__vlXkW0WC-PNv5d4X-xmJrYyjcmAjADFuK9dEhY_PDSDfAkG4G8xCV4tRFWkqLYM90LYWjSN0sZMsdVs7h_4rDUFgPmd6JbcD0DEXbx5atbyush88spQ18HvEw2ryLonbAAHoYkknDzoASNVUiIYNsqpFkqd2J48q5VjRcxF9WbkL_9eF3Ezjl7U-SJsR9kUHWzHx4o_LBo6ZioL-Fl6x_vb-wFU3671I93asr82G5GMRTMA1b-Sa6piLwVEWfDNYt1tUEe3miMSyFTS9RRlT6hKGv7iQKU1YG3LJ_SfDXA&refId=jW1WC3iAQvx617j%2BeVsUgg%3D%3D&trackingId=ug864bKD7eJa6iLUdxwmPA%3D%3D&trk=flagship3_search_srp_jobs
GlobalLogic,"Python, Testing Frameworks, Test Data Management IRC211377","Nagpur, Maharashtra, India (On-site)",13 school alumni work here,https://www.linkedin.com/jobs/view/3835125862/?eBP=CwEAAAGN_r-ECDfPIvDqA0pTltZ-CsIQpVgxn6wO-g8fjdTQAVEz66L5JoQJtMro39JwZjc8f0YLkMEkO5N5L2ThvG1MT0PAEjIjmTDY4Cbuj-feuW3yEUtbCJMTb7syq5_gD6bzDsoatYuvxWN-gKNg2IPPQFLLF__QIhWwmqRoGzLVMiCrAGfHu65IepHvL6XOSuPat8XkrNEoxir4gh7Rqrm2oq2NtagiEax1gcG7LgifdrJdXcY6KlcB16nNSvJzf0IAgWRrrafUQXe4D3w05XIQg7IntahqoCT8Nlh3vqIZ2Kp5AAmVugQA0FwJR7cMSljQdvjW0V45k8UM5y4igC_XiD1L9_pBhXJWxk0QlbmqzKszNb5VjMVIDSJmcEXsdxdy5TwV7hrgnbS4fu5gHa80DXxbwZeRDQ&refId=jW1WC3iAQvx617j%2BeVsUgg%3D%3D&trackingId=G%2FFTlxLHslZF6CwXtEBtjg%3D%3D&trk=flagship3_search_srp_jobs
